Date,RF_HXZ,Mkt-RF_HXZ,ME_HXZ,IA_HXZ,ROE_HXZ,EG_HXZ
1967-04-03,0.0167,-1.1309,-0.1149,0.569,-0.9769,-0.4541
1967-04-04,0.0167,0.0119,0.1842,-0.2668,-0.1807,-0.3018
1967-04-05,0.0167,0.6296,-0.0121,-0.1242,-0.0493,0.1333
1967-04-06,0.0167,0.2006,0.1843,-0.2721,0.2849,-0.1793
1967-04-07,0.0167,-0.6176,-0.109,0.4336,-0.2934,0.2073
1967-04-10,0.0167,-1.2369,-0.5359,0.1607,-0.5673,0.1282
1967-04-11,0.0167,0.7105,0.1028,-0.4202,0.276,-0.0333
1967-04-12,0.0167,-0.1055,0.1118,0.1723,0.0263,0.2395
1967-04-13,0.0167,0.6491,-0.127,-0.6491,0.4489,-0.1016
1967-04-14,0.0167,1.0043,-0.258,-0.5481,0.3462,-0.0048
1967-04-17,0.0167,0.6385,-0.4523,-0.1872,-0.1274,-0.2477
1967-04-18,0.0167,0.8527,-0.0634,-0.0781,0.5105,0.1528
1967-04-19,0.0167,0.1151,0.1214,-0.081,0.2806,0.208
1967-04-20,0.0167,0.1915,0.1918,-0.3337,-0.2866,0.0309
1967-04-21,0.0167,0.2566,0.3849,-0.2091,0.1113,-0.47
1967-04-24,0.0167,0.2701,-0.3436,-0.2072,0.374,0.1997
1967-04-25,0.0167,0.5534,-0.3633,-0.075,0.1018,-0.0571
1967-04-26,0.0167,-0.1147,0.1482,-0.0316,0.2377,-0.1062
1967-04-27,0.0167,0.8102,0.1123,-0.66,0.538,-0.6199
1967-04-28,0.0167,0.1495,0.2374,-0.0014,-0.0648,-0.4112
1967-05-01,0.0142,-0.0733,0.3544,-0.2007,0.2865,0.1576
1967-05-02,0.0142,-0.0193,0.4678,-0.4736,-0.0005,-0.346
1967-05-03,0.0142,0.2858,0.4893,-0.1141,-0.0799,-0.3773
1967-05-04,0.0142,0.3332,-0.1418,0.0689,0.1885,-0.2322
1967-05-05,0.0142,0.1222,0.2323,0.7052,-0.1937,0.2803
1967-05-08,0.0142,0.2075,-0.1141,0.4012,-0.1569,0.1095
1967-05-09,0.0142,-1.0403,-0.3192,0.4844,-0.2277,0.5691
1967-05-10,0.0142,-0.1319,0.556,0.1544,-0.0345,-0.2176
1967-05-11,0.0142,0.4864,0.3716,-0.4919,-0.0099,-0.7121
1967-05-12,0.0142,-0.1978,0.4104,-0.3654,0.1177,-0.0944
1967-05-15,0.0142,-0.7359,0.2377,0.6738,0.3002,-0.0476
1967-05-16,0.0142,0.4853,0.3966,0.0355,-0.0754,-0.5427
1967-05-17,0.0142,-0.264,0.4793,-0.1071,-0.5211,-0.117
1967-05-18,0.0142,-0.1902,0.3805,0.361,-0.1087,-0.0074
1967-05-19,0.0142,-0.4181,0.1412,0.2388,0.1011,-0.0199
1967-05-22,0.0142,-0.3367,0.3695,-0.0734,-0.0647,0.0893
1967-05-23,0.0142,-0.425,0.0869,-0.0561,0.2292,0.1585
1967-05-24,0.0142,-1.1966,-0.5315,0.3289,0.2025,0.8279
1967-05-25,0.0142,0.9941,-0.0957,0.0946,0.5685,0.0358
1967-05-26,0.0142,-0.1097,-0.1042,0.0008,-0.1693,0.002
1967-05-29,0.0142,-0.4753,0.2331,0.165,0.1516,0.2226
1967-05-31,0.0142,-1.6627,-0.9206,0.7666,0.2271,0.3741
1967-06-01,0.0121,1.183,0.1108,-0.4284,-0.0967,-0.1876
1967-06-02,0.0121,-0.4029,0.3711,0.3573,0.0593,-0.1016
1967-06-05,0.0121,-1.6514,-1.237,0.6202,0.1717,0.1303
1967-06-06,0.0121,2.021,0.5814,-0.5641,0.1216,0.0401
1967-06-07,0.0121,0.8542,0.4018,-0.5279,-0.1725,-0.3093
1967-06-08,0.0121,0.5734,0.2971,-0.5308,0.1149,-0.3967
1967-06-09,0.0121,0.2629,0.4159,-0.0233,0.001,0.2806
1967-06-12,0.0121,0.6319,0.4871,-0.1813,0.7629,-0.105
1967-06-13,0.0121,0.6023,0.1158,-0.2606,0.2301,-0.3094
1967-06-14,0.0121,-0.1716,0.631,-0.6421,-0.0363,0.1683
1967-06-15,0.0121,0.1711,0.556,-0.2573,-0.1435,0.3484
1967-06-16,0.0121,0.0338,0.5057,0.0351,-0.165,0.163
1967-06-19,0.0121,0.0336,0.4604,-0.2868,0.3671,-0.2328
1967-06-20,0.0121,-0.0292,0.3307,-0.0492,-0.037,-0.0172
1967-06-21,0.0121,-0.2521,0.3494,0.423,0.1577,0.2829
1967-06-22,0.0121,-0.2032,0.3535,-0.4314,-0.1163,0.044
1967-06-23,0.0121,0.0705,0.422,0.3568,-0.0841,-0.3323
1967-06-26,0.0121,-0.3994,-0.1887,0.1776,0.2016,0.0985
1967-06-27,0.0121,-0.3399,0.4306,-0.0277,-0.1726,-0.2757
1967-06-28,0.0121,0.072,0.408,-0.2465,-0.336,0.0049
1967-06-29,0.0121,-0.474,-0.0757,0.2382,0.0086,0.3001
1967-06-30,0.0121,-0.1406,0.2738,0.2182,-0.5415,-0.123
1967-07-03,0.0157,0.3529,0.257,-0.0798,0.1609,-0.0245
1967-07-05,0.0157,0.5298,0.1793,-0.0722,0.6062,-0.3568
1967-07-06,0.0157,-0.0634,0.0527,0.1434,0.1709,0.3759
1967-07-07,0.0157,0.4686,0.1168,-0.4405,0.0347,0.1372
1967-07-10,0.0157,0.4547,0.2777,-0.2269,0.3612,-0.12
1967-07-11,0.0157,0.4287,-0.031,0.4449,0.031,-0.1764
1967-07-12,0.0157,-0.0324,-0.0221,0.0798,-0.1111,0.0744
1967-07-13,0.0157,0.0599,0.2848,0.1064,-0.0039,-0.0848
1967-07-14,0.0157,0.3684,0.7335,-0.1577,-0.5124,-0.3522
1967-07-17,0.0157,0.0733,0.414,0.2187,-0.2542,-0.1836
1967-07-18,0.0157,0.7054,-0.1529,0.6549,0.1153,-0.2493
1967-07-19,0.0157,0.0863,0.0832,0.6944,0.151,0.7184
1967-07-20,0.0157,0.1388,-0.0869,0.6643,-0.4222,-0.2712
1967-07-21,0.0157,0.0428,-0.2697,0.8355,0.0279,0.2226
1967-07-24,0.0157,-0.37,-0.2589,0.2167,-0.0954,0.211
1967-07-25,0.0157,0.0199,0.3575,-0.5174,-0.6467,0.0193
1967-07-26,0.0157,0.4196,0.2251,-0.2031,-0.008,-0.103
1967-07-27,0.0157,0.3429,0.0897,0.0677,0.3479,-0.0763
1967-07-28,0.0157,0.1706,0.5458,-0.2649,-0.4486,0.0739
1967-07-31,0.0157,0.2846,0.0758,0.0691,-0.0966,0.0135
1967-08-01,0.0141,0.6211,-0.2688,0.105,-0.4153,-0.1573
1967-08-02,0.0141,0.337,-0.5624,0.1776,0.112,-0.5316
1967-08-03,0.0141,-0.1771,-0.0958,0.0319,0.1815,0.0505
1967-08-04,0.0141,0.2577,0.4026,-0.3802,-0.2804,-0.131
1967-08-07,0.0141,-0.16,0.2019,0.0096,-0.0208,0.0562
1967-08-08,0.0141,0.0892,-0.1098,0.2958,-0.1263,0.0787
1967-08-09,0.0141,0.1066,-0.1285,0.2389,-0.142,-0.1487
1967-08-10,0.0141,-0.2659,0.0025,0.5575,0.0395,0.241
1967-08-11,0.0141,-0.4753,-0.0927,0.3126,0.1377,0.219
1967-08-14,0.0141,-0.4958,-0.1962,0.445,0.374,-0.0313
1967-08-15,0.0141,0.1045,0.0259,0.0616,-0.2149,0.2108
1967-08-16,0.0141,-0.247,-0.0192,-0.2236,-0.252,0.3864
1967-08-17,0.0141,0.1247,0.1803,0.357,0.0067,-0.071
1967-08-18,0.0141,0.1659,0.3019,0.1934,-0.0455,0.048
1967-08-21,0.0141,-0.4975,0.1421,-0.039,-0.0896,-0.156
1967-08-22,0.0141,-0.5429,-0.0084,0.1002,0.0472,0.0442
1967-08-23,0.0141,-0.1036,-0.1257,-0.4795,-0.1161,0.2235
1967-08-24,0.0141,-0.5232,0.3472,0.4699,0.0102,-0.0439
1967-08-25,0.0141,-0.4229,-0.1851,-0.0899,0.1669,-0.0509
1967-08-28,0.0141,0.0296,0.1863,0.1077,0.013,0.1878
1967-08-29,0.0141,0.2505,-0.1306,0.067,0.0046,-0.174
1967-08-30,0.0141,0.2834,0.3981,-0.421,0.1256,-0.0197
1967-08-31,0.0141,0.6444,0.0404,-0.1157,-0.1406,-0.1461
1967-09-01,0.0159,0.1492,0.419,-0.3748,-0.2517,0.2439
1967-09-05,0.0159,0.533,-0.1224,0.2219,0.1949,-0.1345
1967-09-06,0.0159,0.1711,0.147,0.0888,0.0397,0.0796
1967-09-07,0.0159,-0.0586,-0.0533,-0.0611,-0.1265,-0.0155
1967-09-08,0.0159,0.0121,0.4085,0.1326,0.0461,-0.0454
1967-09-11,0.0159,0.1532,0.1134,-0.0916,0.2349,-0.1707
1967-09-12,0.0159,0.4941,-0.0579,-0.3634,-0.2682,-0.4837
1967-09-13,0.0159,0.9705,-0.1747,0.2385,-0.264,-0.1354
1967-09-14,0.0159,0.1411,0.1366,0.6083,0.2213,-0.0665
1967-09-15,0.0159,0.0595,0.0473,0.5845,0.1442,-0.2403
1967-09-18,0.0159,0.2573,0.1466,0.2695,0.1724,-0.2085
1967-09-19,0.0159,-0.4444,-0.2557,-0.0709,0.236,0.2366
1967-09-20,0.0159,0.0514,0.6554,0.0936,-0.5027,0.1297
1967-09-21,0.0159,0.5619,-0.3343,-0.7229,0.2867,0.14
1967-09-22,0.0159,0.2825,0.2999,0.0988,-0.0044,0.1266
1967-09-25,0.0159,0.4805,-0.5455,-0.0272,0.5,-0.1967
1967-09-26,0.0159,-0.869,0.1127,-0.1434,0.0769,0.5055
1967-09-27,0.0159,0.056,0.2333,-0.3229,-0.0611,-0.3873
1967-09-28,0.0159,0.0748,0.1161,-0.2526,0.3799,-0.0173
1967-09-29,0.0159,-0.0051,0.372,-0.2107,-0.3942,-0.0145
1967-10-02,0.0166,-0.394,0.103,-0.0074,-0.0312,0.0676
1967-10-03,0.0166,0.3205,0.1616,-0.0152,0.2652,-0.2162
1967-10-04,0.0166,-0.1285,0.3643,-0.352,0.0511,-0.1423
1967-10-05,0.0166,0.2058,0.0921,-0.3529,0.2146,-0.1361
1967-10-06,0.0166,0.5711,0.0491,-0.4141,0.1751,0.1748
1967-10-09,0.0166,0.2041,0.3019,-0.1823,-0.3748,0.2223
1967-10-10,0.0166,-0.7263,0.0893,0.0244,-0.3663,0.4675
1967-10-11,0.0166,-0.4514,-0.0758,0.0005,0.2607,-0.0417
1967-10-12,0.0166,-0.6105,0.2719,0.0944,0.3447,-0.0853
1967-10-13,0.0166,0.2165,0.3789,0.2321,0.3863,-0.0987
1967-10-16,0.0166,-0.8087,-0.234,0.117,0.1446,-0.0281
1967-10-17,0.0166,-0.1847,0.2538,-0.0247,0.2519,0.0499
1967-10-18,0.0166,0.2385,-0.1988,-0.4452,-0.1405,-0.4285
1967-10-19,0.0166,0.0915,-0.3758,-0.2622,0.7631,0.0514
1967-10-20,0.0166,-0.1132,-0.366,0.1784,0.3747,-0.1693
1967-10-23,0.0166,-0.4783,-0.016,-0.0867,0.1503,-0.1633
1967-10-24,0.0166,-0.5681,-0.1339,-0.1124,0.14,0.3339
1967-10-25,0.0166,0.1445,-0.1399,-0.1671,0.3418,-0.1303
1967-10-26,0.0166,0.4334,0.1791,-0.6469,0.2977,-0.3378
1967-10-27,0.0166,0.0159,-0.0053,-0.2573,-0.0839,0.3469
1967-10-30,0.0166,-0.1617,0.1702,0.1307,0.2311,-0.0109
1967-10-31,0.0166,-0.8904,-0.0394,0.1358,-0.0759,0.406
1967-11-01,0.0171,-1.2186,0.2563,-0.399,-0.5965,-0.1265
1967-11-02,0.0171,-0.4912,-0.3023,0.225,-0.2935,-0.0177
1967-11-03,0.0171,-0.483,0.555,-0.2657,0.2521,0.0042
1967-11-06,0.0171,-0.3123,-0.0899,-0.4137,0.1857,-0.1296
1967-11-08,0.0171,-0.3809,0.1166,0.2251,0.3107,0.0555
1967-11-09,0.0171,0.4153,-0.4688,-0.0435,0.1733,0.1051
1967-11-10,0.0171,0.5846,-0.2124,0.3982,0.274,0.4556
1967-11-13,0.0171,-0.308,-0.5638,-0.248,-0.8185,-0.1141
1967-11-14,0.0171,-0.7265,-0.6609,0.2294,-0.5891,0.0146
1967-11-15,0.0171,0.4156,-0.5237,-0.1552,0.4632,-0.1023
1967-11-16,0.0171,0.947,0.2845,-0.7539,0.6761,-0.0651
1967-11-17,0.0171,0.3484,0.3556,-0.6992,0.1154,-0.026
1967-11-20,0.0171,-1.3936,-0.6384,0.0526,-0.3269,-0.0026
1967-11-21,0.0171,1.7087,0.7866,-1.017,0.411,-0.119
1967-11-22,0.0171,0.6565,0.3515,0.2155,0.3439,0.0389
1967-11-24,0.0171,0.2142,-0.0779,-0.1497,-0.0431,0.0355
1967-11-27,0.0171,0.3497,0.1556,-0.3168,0.3183,0.2282
1967-11-28,0.0171,0.5064,0.0675,0.09,-0.2833,-0.1491
1967-11-29,0.0171,0.0568,0.5919,0.1452,0.0852,-0.086
1967-11-30,0.0171,-0.4488,0.1859,0.0679,0.1713,0.222
1967-12-01,0.0178,0.5383,0.413,0.0866,0.3471,0.1771
1967-12-04,0.0178,0.6327,0.6639,-0.1146,0.8451,0.3889
1967-12-05,0.0178,0.1051,-0.4166,0.2777,0.1604,0.1528
1967-12-06,0.0178,0.3563,-0.1626,-0.414,0.3282,0.1725
1967-12-07,0.0178,-0.0938,0.2215,-0.1194,-0.1477,0.1771
1967-12-08,0.0178,-0.0903,0.3187,-0.1076,0.0763,-0.1617
1967-12-11,0.0178,-0.1709,0.7743,-0.3466,-0.0762,0.1697
1967-12-12,0.0178,-0.0126,0.4189,-0.5816,-0.0052,-0.3294
1967-12-13,0.0178,0.4271,0.1307,0.0968,0.4042,-0.0118
1967-12-14,0.0178,0.1627,0.5359,-0.1075,-0.3152,0.0041
1967-12-15,0.0178,-0.574,-0.1071,0.6594,-0.4483,0.2755
1967-12-18,0.0178,-0.2881,0.2875,0.4851,0.2921,0.0402
1967-12-19,0.0178,-0.1031,0.1119,-0.3082,-0.1107,-0.2155
1967-12-20,0.0178,0.5687,0.0505,0.3728,0.2318,-0.0168
1967-12-21,0.0178,0.2429,0.297,0.2767,-0.0016,0.4663
1967-12-22,0.0178,-0.1227,0.3987,0.6508,-0.0435,0.2839
1967-12-26,0.0178,0.1483,0.3901,0.323,-0.0285,0.116
1967-12-27,0.0178,0.6715,0.1041,-0.1629,0.1227,-0.0519
1967-12-28,0.0178,-0.0478,-0.0964,-0.4349,-0.9198,-0.3715
1967-12-29,0.0178,0.6385,0.036,-0.2599,0.0519,0.2221
1968-01-02,0.0178,-0.2548,0.7062,1.2278,-0.7673,0.0993
1968-01-03,0.0178,-0.5585,0.161,0.8074,-0.4898,0.2768
1968-01-04,0.0178,-0.2968,0.2216,0.2854,-0.7305,-0.5026
1968-01-05,0.0178,0.6362,0.7019,0.7223,-0.5259,0.173
1968-01-08,0.0178,0.696,0.1692,0.3834,-0.326,0.0796
1968-01-09,0.0178,-0.1518,-0.0006,-0.0117,0.0342,-0.1167
1968-01-10,0.0178,0.1458,0.4275,-0.3917,0.3298,-0.1239
1968-01-11,0.0178,0.256,0.9131,-0.6248,-0.3375,-0.5808
1968-01-12,0.0178,0.2048,0.8438,0.3147,0.2846,-0.1231
1968-01-15,0.0178,-0.1549,0.4887,-0.1973,0.1344,-0.1976
1968-01-16,0.0178,-0.5602,0.4299,0.0431,-0.1794,0.114
1968-01-17,0.0178,-0.0959,0.5707,0.3745,0.1859,0.3571
1968-01-18,0.0178,-0.0076,0.5994,0.119,0.0959,0.5026
1968-01-19,0.0178,-0.3463,-0.0372,0.2005,0.4462,0.4189
1968-01-22,0.0178,-1.3781,-0.1921,-0.003,-0.1659,0.4916
1968-01-23,0.0178,-0.5055,-0.1699,-0.0264,0.2057,0.146
1968-01-24,0.0178,-0.4121,0.3887,0.4192,0.0314,-0.0435
1968-01-25,0.0178,0.0446,-0.1702,0.147,-0.131,-0.0837
1968-01-26,0.0178,0.2104,0.5837,0.2579,0.0427,0.3108
1968-01-29,0.0178,-0.1658,-0.2821,0.396,-0.0209,0.2249
1968-01-30,0.0178,-0.5563,-0.484,-0.0423,-0.8424,-0.0737
1968-01-31,0.0178,-0.8248,-0.3893,0.3795,-0.23,-0.0205
1968-02-01,0.0202,0.2901,-0.2996,0.1769,-0.1236,-0.1642
1968-02-02,0.0202,-0.3349,0.1715,0.0657,-0.19,0.516
1968-02-05,0.0202,-0.4653,-0.3994,0.1693,-0.3076,0.5109
1968-02-06,0.0202,0.0718,-0.2018,0.1036,0.0314,0.0298
1968-02-07,0.0202,0.1467,0.0966,0.1951,-0.1029,0.5877
1968-02-08,0.0202,-1.4147,-0.8197,0.4352,-0.3375,0.3788
1968-02-09,0.0202,-1.1922,-0.5636,0.5062,-0.3165,-0.0258
1968-02-13,0.0202,-1.0485,-0.4984,0.1275,-0.1037,0.3508
1968-02-14,0.0202,1.2524,0.0334,-0.1259,0.5884,-0.2207
1968-02-15,0.0202,0.2379,0.5299,0.027,0.0439,0.3275
1968-02-16,0.0202,-0.3963,0.0726,0.5441,0.0795,0.2104
1968-02-19,0.0202,0.351,0.0369,0.0966,0.5219,0.2645
1968-02-20,0.0202,0.6229,0.3869,-0.0546,0.6076,0.1172
1968-02-21,0.0202,0.4163,0.1384,-0.4428,-0.0359,0.0097
1968-02-23,0.0202,-0.483,-0.1574,0.1411,-0.1139,0.52
1968-02-26,0.0202,-0.7896,-0.2374,0.1905,-0.2719,0.2289
1968-02-27,0.0202,0.4021,-0.0137,-0.3659,0.1898,-0.3592
1968-02-28,0.0202,-0.5371,0.241,0.4797,-0.1271,0.4075
1968-02-29,0.0202,-0.8808,-0.1487,0.5263,-0.4097,-0.1198
1968-03-01,0.0189,-0.4464,-0.5684,0.3614,-0.1838,0.0164
1968-03-04,0.0189,-1.5539,-0.6458,0.8835,-0.4347,0.1833
1968-03-05,0.0189,-0.4223,-1.1235,-0.2899,-0.139,0.2127
1968-03-06,0.0189,1.7963,0.6614,-0.3415,0.2628,0.1224
1968-03-07,0.0189,-0.161,0.5153,-0.1013,0.1423,0.0348
1968-03-08,0.0189,-0.1009,-0.274,0.0807,0.0041,-0.0513
1968-03-11,0.0189,1.3509,0.2316,-0.6272,0.4146,-0.1219
1968-03-12,0.0189,0.1824,0.2355,-0.3823,0.3915,-0.0351
1968-03-13,0.0189,-0.1835,0.4787,0.1568,0.3071,0.213
1968-03-14,0.0189,-2.0892,-0.802,0.6589,-0.3582,0.0329
1968-03-15,0.0189,0.7664,-0.5849,-0.3698,0.4405,-0.2679
1968-03-18,0.0189,0.6458,0.2181,-0.5123,0.4843,0.1332
1968-03-19,0.0189,-0.6393,0.2939,0.1302,-0.0964,-0.1945
1968-03-20,0.0189,-0.0763,-0.3336,-0.2367,0.0183,0.3559
1968-03-21,0.0189,-0.8146,-0.2273,0.0292,-0.4355,-0.0905
1968-03-22,0.0189,0.0062,-0.3427,0.2569,0.155,0.281
1968-03-25,0.0189,-0.1259,-0.1802,-0.1181,0.0806,0.1491
1968-03-26,0.0189,0.6625,0.0822,-0.3128,0.2787,-0.0621
1968-03-27,0.0189,0.8529,0.1785,-0.3865,0.5378,-0.239
1968-03-28,0.0189,-0.0807,0.102,0.179,-0.086,0.2283
1968-03-29,0.0189,0.7026,-0.0321,-0.1584,-0.1077,0.2752
1968-04-01,0.0213,2.3799,-0.5777,-0.3895,0.5124,-0.2805
1968-04-02,0.0213,0.2034,-0.0982,-0.0596,0.1263,-0.1084
1968-04-03,0.0213,0.8726,-0.2023,-0.0869,-0.0369,-0.0309
1968-04-04,0.0213,0.4609,-0.1276,-0.1083,0.3469,-0.0212
1968-04-05,0.0213,-0.5372,0.4897,-0.2047,-0.0793,-0.2091
1968-04-08,0.0213,1.7345,-0.0674,-0.4555,-0.1408,-0.4322
1968-04-10,0.0213,0.7293,0.4764,-0.1717,0.0587,0.3479
1968-04-11,0.0213,0.9476,0.4157,-0.288,-0.2348,-0.0693
1968-04-15,0.0213,0.2008,0.5436,0.2482,0.4738,-0.3085
1968-04-16,0.0213,0.1483,0.5823,-0.1605,-0.0629,-0.6243
1968-04-17,0.0213,0.3035,0.6255,-0.2351,-0.4607,-0.1379
1968-04-18,0.0213,0.3049,0.5054,-0.0712,0.0654,-0.0518
1968-04-19,0.0213,-1.2309,0.2014,-0.02,0.5661,0.4052
1968-04-22,0.0213,-0.4777,0.3225,-0.055,0.2427,-0.0367
1968-04-23,0.0213,1.2791,0.0592,-0.018,0.7494,-0.0905
1968-04-24,0.0213,0.2749,0.5593,-0.0372,0.4269,-0.3239
1968-04-25,0.0213,0.3401,0.3144,0.2974,0.4746,0.48
1968-04-26,0.0213,0.3334,0.3924,0.211,0.3383,-0.0006
1968-04-29,0.0213,0.3017,0.1859,-0.2949,0.0503,-0.0218
1968-04-30,0.0213,0.143,0.1964,-0.4379,-0.2258,-0.1257
1968-05-01,0.0212,0.3226,0.0671,-0.2598,-0.0723,-0.0888
1968-05-02,0.0212,0.6188,-0.1184,-0.1386,0.1958,-0.0312
1968-05-03,0.0212,0.075,-0.11,0.3575,0.3509,0.0014
1968-05-06,0.0212,-0.1792,0.3806,0.062,-0.0518,-0.0065
1968-05-07,0.0212,0.5698,0.2504,0.1028,-0.0752,-0.0843
1968-05-08,0.0212,0.06,0.2331,-0.3019,0.0757,0.0404
1968-05-09,0.0212,-0.5189,0.0907,0.2008,0.2712,-0.0505
1968-05-10,0.0212,0.336,0.8631,-0.3701,-0.1543,-0.1566
1968-05-13,0.0212,-0.1684,0.6552,0.0934,0.2282,0.2447
1968-05-14,0.0212,-0.0689,0.083,-0.0061,-0.1795,0.2443
1968-05-15,0.0212,-0.0594,0.286,-0.0007,0.3525,0.0924
1968-05-16,0.0212,-0.4433,0.332,0.0124,0.0616,0.5608
1968-05-17,0.0212,-0.5911,0.4419,0.165,-0.2221,-0.2122
1968-05-20,0.0212,-0.4682,0.2186,0.2023,0.1573,-0.0186
1968-05-21,0.0212,0.5813,0.3278,-0.4361,0.3307,-0.1404
1968-05-22,0.0212,0.3182,0.7706,-0.6279,-0.1802,-0.2157
1968-05-23,0.0212,-0.126,0.3586,-0.5746,-0.0161,-0.2058
1968-05-24,0.0212,0.3077,0.3173,-0.0424,0.1181,-0.043
1968-05-27,0.0212,-0.0402,0.5205,-0.1687,-0.1155,-0.3919
1968-05-28,0.0212,0.6202,0.0757,-0.0136,0.6394,-0.1748
1968-05-29,0.0212,0.3175,0.1869,-0.2782,0.3399,0.1572
1968-05-31,0.0212,0.7607,0.1242,-0.2391,-0.1994,0.1512
1968-06-03,0.026,1.2535,-0.3458,0.0484,0.1706,0.2879
1968-06-04,0.026,0.5246,0.3601,-0.2755,-0.3181,-0.5136
1968-06-05,0.026,-0.4706,-0.0513,0.4086,-0.0482,0.3145
